TIENDA_ID,VENTA_TOTAL,Meta_venta,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,EXITO,PCT_CUMPLIMIENTO
13,1085699.5752380951,480000.0,109.85786697569884,11.68349249658936,0.0,25.98686,-98.09433,2.0,C,Base,Oficinistas,UT_TRAFICO_VEHICULAR,1,226.18741150793647
14,1009999.5042857142,516000.0,109.85786697569884,11.600502512562814,0.0,26.21178,-98.5901,2.0,C,Receso,Parada Técnica,UT_CARRETERA_GAS,1,195.7363380398671
15,537196.3566666667,516000.0,109.85786697569884,10.545454545454545,0.0,26.04645,-98.32298,2.0,C,Receso,Hogar Reunión,UT_CARRETERA_GAS,1,104.10782105943153
16,1010437.0433333333,490000.0,109.85786697569884,12.146749226006191,0.0,26.02393,-98.34394,2.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,206.21164149659865
17,710765.4057142857,480000.0,109.85786697569884,11.911764705882353,0.0,26.05687,-98.36383,2.0,C,Base,Parada Técnica,UT_TRAFICO_VEHICULAR,1,148.07612619047617
18,1196766.2776190476,490000.0,109.85786697569884,12.146749226006191,0.0,26.05197,-98.28736,2.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,244.23801584062198
19,452242.3819047619,490000.0,109.85786697569884,12.146749226006191,0.0,25.9944,-98.11901,2.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,0,92.29436365403303
21,1196304.045238095,490000.0,99.0,9.0,0.0,25.18824,-99.80819,6.0,CD,Hogar,Barrio Competido,UT_DENSIDAD,1,244.14368270165204
22,912580.4719047619,490000.0,78.0,10.0,0.0,25.57557,-99.98963,6.0,C,Hogar,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,186.24091263362487
23,888835.6995238096,516000.0,95.0,10.0,0.0,24.88103,-99.58133,6.0,C,Receso,Oficinistas,UT_TRAFICO_PEATONAL,1,172.25498052787006
24,649247.2876190476,516000.0,93.0,10.0,0.0,25.18881,-99.82257,6.0,BC,Receso,Clásico,UT_TRAFICO_VEHICULAR,1,125.82311775562938
25,1087750.1142857142,480000.0,95.0,10.0,0.0,25.18958,-99.85066,6.0,C,Base,Parada Técnica,UT_TRAFICO_VEHICULAR,1,226.61460714285715
26,830562.8614285714,480000.0,89.0,10.0,0.0,24.86496,-99.56645,6.0,C,Base,Parada Técnica,UT_TRAFICO_VEHICULAR,1,173.0339294642857
27,722374.2423809523,480000.0,101.0,10.0,0.0,25.18924,-99.8317,6.0,C,Base,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,150.49463382936509
28,911120.5809523809,490000.0,108.0,10.0,0.0,25.57477,-99.97964,6.0,CD,Hogar,Hogar Reunión,UT_DENSIDAD,1,185.94297570456752
29,601288.0985714286,516000.0,95.0,10.0,0.0,25.19407,-99.83954,6.0,C,Receso,Oficinistas,UT_DENSIDAD,1,116.52870127353268
31,1331902.5371428572,490000.0,112.0,9.0,0.0,25.29708,-100.02935,6.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,271.81684431486883
32,649194.0780952381,490000.0,83.92,9.0,0.0,25.66615,-100.13315,4.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,132.48858736637513
33,1302902.4209523809,480000.0,123.53,10.0,5.0,25.25546,-99.68657,6.0,C,Base,Hogar Reunión,UT_TRAFICO_PEATONAL,1,271.43800436507934
34,1041071.1609523809,480000.0,116.0,10.0,0.0,25.28155,-100.0205,6.0,C,Base,Clásico,UT_DENSIDAD,1,216.8898251984127
35,752889.8557142857,516000.0,96.0,10.0,0.0,24.8626,-99.57939,6.0,C,Receso,Parada Técnica,UT_CARRETERA_GAS,1,145.90888676633443
36,1209474.77,490000.0,109.93,12.0,5.0,25.1755,-99.83795,6.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,246.83158571428572
37,624596.0538095238,490000.0,109.93,12.0,0.0,25.61395,-100.17367,4.0,D,Hogar,Hogar Reunión,UT_DENSIDAD,1,127.4685824101069
38,803208.2276190476,516000.0,105.04999999999998,12.0,12.0,25.6076,-99.64965,6.0,C,Receso,Parada Técnica,UT_CARRETERA_GAS,1,155.6605092284976
39,710317.2104761904,516000.0,91.34,12.0,7.0,25.71129,-99.25392,6.0,C,Receso,Parada Técnica,UT_CARRETERA_GAS,1,137.6583741232927
41,968375.3533333333,480000.0,83.13,12.0,4.0,25.45995,-99.99653,6.0,C,Base,Parada Técnica,UT_CARRETERA_GAS,1,201.74486527777776
42,754839.5233333333,490000.0,92.84,12.0,7.0,25.57826,-100.02549,6.0,D,Hogar,Hogar Reunión,UT_DENSIDAD,1,154.04888231292517
43,694824.4966666667,490000.0,109.85786697569884,12.0,0.0,25.61009,-100.15445,4.0,CD,Hogar,Hogar Reunión,UT_DENSIDAD,1,141.80091768707484
44,749073.2185714286,490000.0,93.28,12.0,9.0,25.61295,-100.15086,4.0,CD,Hogar,Hogar Reunión,UT_DENSIDAD,1,152.8720854227405
45,745453.4804761905,490000.0,95.22,14.0,7.0,25.60885,-100.15186,4.0,CD,Hogar,Hogar Reunión,UT_DENSIDAD,1,152.13336336248784
46,840362.0723809523,490000.0,106.51,12.0,11.0,25.58484,-99.98952,6.0,C,Hogar,Hogar Reunión,UT_GAS_URBANA,1,171.50246375121475
47,866835.0861904761,490000.0,79.57,12.0,6.0,24.86497,-99.561,6.0,C,Hogar,Hogar Reunión,UT_TRAFICO_PEATONAL,1,176.9051196307094
48,1124838.092857143,490000.0,99.74,12.0,6.0,25.19349,-99.83942,6.0,C,Hogar,Parada Técnica,UT_GAS_URBANA,1,229.55879446064142
49,1663235.142857143,516000.0,109.0,10.0,0.0,25.39686,-100.13477,6.0,C,Receso,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,322.33239202657813
51,1283812.1595238096,480000.0,110.27000000000001,12.0,6.0,24.85599,-99.53781,6.0,D,Base,Hogar Reunión,UT_GAS_URBANA,1,267.4608665674603
52,745448.1157142858,480000.0,104.08,12.0,6.0,25.65314,-100.1115,4.0,C,Base,Parada Técnica,UT_GAS_URBANA,1,155.30169077380953
53,1083884.3395,516000.0,103.21,12.0,10.0,25.15216,-99.84832,6.0,C,Receso,Parada Técnica,UT_CARRETERA_GAS,1,210.05510455426358
54,946547.29,480000.0,121.5,12.0,9.0,25.18022,-99.83248,6.0,CD,Base,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,197.19735208333333
55,1427566.8485714286,480000.0,115.53,12.0,10.0,25.47078,-100.17538,6.0,C,Base,Parada Técnica,UT_CARRETERA_GAS,1,297.40976011904763
56,503501.550952381,490000.0,98.35,12.0,7.0,25.67128,-100.08602,4.0,D,Hogar,Hogar Reunión,UT_DENSIDAD,1,102.7554185617104
57,1027461.3666666666,516000.0,122.02000000000001,12.0,11.0,25.24865,-99.97038,6.0,C,Receso,Parada Técnica,UT_CARRETERA_GAS,1,199.1204198966408
58,601110.6738095238,516000.0,83.65,12.0,2.0,25.1883,-99.83526,6.0,C,Receso,Oficinistas,UT_TRAFICO_PEATONAL,1,116.49431662975267
59,1044043.1104761905,480000.0,142.67,12.0,10.0,25.25199,-99.70225,6.0,CD,Base,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,217.50898134920632
61,1813008.7504761904,480000.0,106.78,12.0,10.0,25.79335,-99.17981,6.0,CD,Base,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,377.71015634920633
62,777538.8128571429,480000.0,85.25,12.0,9.0,25.64195,-100.11259,4.0,CD,Base,Hogar Reunión,UT_DENSIDAD,1,161.98725267857142
63,1381679.9333333333,490000.0,108.53,12.0,5.0,25.66645,-100.10365,4.0,D,Hogar,Hogar Reunión,UT_DENSIDAD,1,281.97549659863944
64,579757.7857142857,516000.0,105.75,13.0,4.0,25.58841,-100.00187,6.0,C,Receso,Oficinistas,UT_TRAFICO_VEHICULAR,1,112.35616002214839
65,1790950.7766666668,490000.0,103.01,12.0,4.0,24.8592,-99.55032,6.0,C,Hogar,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,365.5001585034014
66,1116364.5985714286,490000.0,78.81,12.0,8.0,25.18693,-99.82255,6.0,C,Hogar,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,227.82950991253642
67,706266.0733333332,516000.0,97.71,12.0,6.0,25.67955,-100.11205,4.0,C,Receso,Parada Técnica,UT_CARRETERA_GAS,1,136.8732700258398
68,1095406.3061904763,490000.0,102.87,13.0,7.0,25.64911,-100.1431,4.0,D,Hogar,Hogar Reunión,UT_GAS_URBANA,1,223.5523073858115
69,975749.4347619048,490000.0,101.82,12.0,7.0,25.61119,-100.17794,4.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,199.1325377065112
71,640629.7257142857,480000.0,100.28,13.0,10.0,25.58097,-100.00314,6.0,C,Base,Parada Técnica,UT_TRAFICO_VEHICULAR,1,133.4645261904762
72,1468563.3142857144,516000.0,103.83999999999999,13.0,5.0,25.60005,-99.99983,6.0,CD,Receso,Parada Técnica,UT_CARRETERA_GAS,1,284.6052934662237
73,735814.7228571428,480000.0,104.45000000000002,13.0,9.0,25.59638,-100.02602,6.0,C,Base,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,153.29473392857142
74,689227.779047619,480000.0,102.85,13.0,9.0,25.58452,-100.00093,6.0,C,Base,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,143.58912063492062
75,1422630.508095238,516000.0,104.79999999999998,13.0,6.0,24.86431,-99.57059,6.0,C,Receso,Oficinistas,UT_TRAFICO_PEATONAL,1,275.70358684016236
76,801236.2142857143,490000.0,109.21,13.0,7.0,25.6064,-100.16801,4.0,CD,Hogar,Hogar Reunión,UT_DENSIDAD,1,163.5175947521866
77,1247707.0423809525,490000.0,108.36,13.0,10.0,25.22275,-99.93358,6.0,C,Hogar,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,254.63409028182707
78,855952.2804761905,490000.0,115.43999999999998,13.0,9.0,25.68897,-100.11577,4.0,CD,Hogar,Hogar Reunión,UT_DENSIDAD,1,174.68413887269193
79,1319139.0057142857,480000.0,106.62,13.0,10.0,24.8547,-99.56993,6.0,CD,Base,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,274.82062619047616
81,1117702.9804761906,490000.0,114.06000000000002,13.0,6.0,25.56297,-99.97865,6.0,D,Hogar,Hogar Reunión,UT_GAS_URBANA,1,228.1026490767736
82,1360663.4219047618,480000.0,112.21,13.0,6.0,24.85338,-99.55459,6.0,CD,Base,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,283.4715462301587
83,1044917.529047619,490000.0,106.70000000000002,13.0,5.0,25.5778,-100.01034,6.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,213.2484753158406
84,1442520.92,490000.0,96.9,12.0,6.0,25.40713,-100.13747,6.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,294.3920244897959
85,668727.8223809523,516000.0,116.97999999999999,14.0,10.0,25.64717,-100.09112,4.0,C,Receso,Oficinistas,UT_DENSIDAD,1,129.59841519010703
86,1549884.4204761903,490000.0,116.12,12.0,9.0,25.68957,-100.11101,4.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,316.3029429543245
87,2106664.5785714285,516000.0,121.22,14.0,10.0,24.87257,-99.57919,6.0,C,Receso,Parada Técnica,UT_GAS_URBANA,1,408.2683291805094
88,1424662.080952381,516000.0,89.67,11.0,7.0,25.3844,-100.11426,6.0,C,Receso,Hogar Reunión,UT_CARRETERA_GAS,1,276.0973025101514
89,779513.3504761904,490000.0,115.77000000000001,12.0,9.0,25.64365,-100.08587,4.0,B,Hogar,Hogar Reunión,UT_DENSIDAD,1,159.08435724003886
91,1130622.9914285715,490000.0,126.70000000000002,11.0,11.0,24.86346,-99.52436,6.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,230.73938600583094
92,1656305.8585714286,516000.0,121.20000000000002,12.0,11.0,25.28406,-100.01023,6.0,B,Receso,Parada Técnica,UT_DENSIDAD,1,320.98950747508303
93,683714.37,516000.0,92.17,11.0,6.0,25.61114,-100.04841,6.0,C,Receso,Parada Técnica,UT_CARRETERA_GAS,1,132.50278488372095
94,1254293.2942857142,490000.0,124.93,13.0,11.0,25.2663,-100.00712,6.0,C,Hogar,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,255.97822332361514
95,1150385.648095238,490000.0,107.87,12.0,11.0,24.86121,-99.5874,6.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,234.77258124392614
96,1413159.9776190477,480000.0,92.45,11.0,10.0,25.64882,-100.11601,4.0,C,Base,Hogar Reunión,UT_DENSIDAD,1,294.40832867063494
97,908734.2,490000.0,113.54999999999998,13.0,0.0,25.19287,-99.82562,6.0,C,Hogar,Oficinistas,UT_DENSIDAD,1,185.45595918367346
98,1408475.7828571429,516000.0,128.13,12.0,5.0,24.8886,-99.67181,6.0,C,Receso,Parada Técnica,UT_CARRETERA_GAS,1,272.96042303433
99,1145037.55,490000.0,109.85786697569884,13.0,0.0,24.8691,-99.55367,6.0,C,Hogar,Hogar Reunión,UT_GAS_URBANA,1,233.68113265306124
101,1191753.337142857,490000.0,109.85786697569884,13.0,0.0,25.6252,-100.11314,4.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,243.21496676384834
102,1208911.3223809523,490000.0,109.85786697569884,13.0,0.0,25.20612,-99.83051,6.0,CD,Hogar,Hogar Reunión,UT_DENSIDAD,1,246.716596404276
103,986792.0390476191,490000.0,109.85786697569884,13.0,0.0,25.30148,-100.03258,6.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,201.38613041788145
104,463176.22,490000.0,109.85786697569884,13.0,0.0,25.66592,-100.09583,4.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,0,94.52575918367346
105,1310410.7061904762,490000.0,109.85786697569884,13.0,0.0,25.18256,-99.81497,6.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,267.4307563654033
106,1876432.8790476192,490000.0,109.85786697569884,13.0,0.0,25.20434,-99.84566,6.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,382.9454855199223
107,1410243.611904762,490000.0,109.85786697569884,13.0,0.0,24.88132,-99.55085,6.0,C,Hogar,Hogar Reunión,UT_DENSIDAD,1,287.80481875607387
108,898394.5647619048,480000.0,109.85786697569884,13.0,0.0,25.28456,-100.01976,6.0,C,Base,Parada Técnica,UT_TRAFICO_VEHICULAR,1,187.16553432539683
109,653980.9476190476,490000.0,109.85786697569884,13.0,0.0,25.6497,-100.07945,4.0,B,Hogar,Hogar Reunión,UT_DENSIDAD,1,133.46549951409133
111,652195.9471428571,480000.0,109.85786697569884,13.0,0.0,25.58972,-99.99443,6.0,B,Base,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,135.87415565476192
112,1081824.6328571427,480000.0,109.85786697569884,13.0,0.0,25.63771,-100.14633,4.0,B,Base,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,225.38013184523805
113,1357646.6095,490000.0,105.58,12.0,6.0,25.6422,-100.27802,3.0,AB,Hogar,Clásico,UT_TRAFICO_VEHICULAR,1,277.07073663265305
114,1148640.3838095237,480000.0,118.6,10.0,0.0,25.27831,-100.02243,6.0,BC,Base,Parada Técnica,UT_TRAFICO_VEHICULAR,1,239.30007996031742
115,1084974.3533333335,516000.0,160.2,12.0,0.0,25.78965,-100.14666,5.0,BC,Receso,Parada Técnica,UT_CARRETERA_GAS,1,210.2663475452197
116,1207641.504761905,490000.0,71.5,10.0,0.0,25.65226,-100.2795,3.0,BC,Hogar,Hogar Reunión,UT_DENSIDAD,1,246.45744995140916
117,454438.2657142857,480000.0,87.62,11.0,11.0,25.71883,-100.19133,1.0,C,Base,Hogar Reunión,UT_DENSIDAD,0,94.67463869047619
118,921268.5995238095,490000.0,112.38,10.0,0.0,25.608,-100.27007,3.0,C,Hogar,Clásico,UT_DENSIDAD,1,188.01399990281826
119,1508856.5676190476,490000.0,109.85786697569884,12.0,0.0,25.65988,-100.29136,3.0,BC,Hogar,Clásico,UT_DENSIDAD,1,307.9299117589893
121,782218.8561904762,490000.0,81.61,10.0,0.0,25.64548,-100.29303,3.0,BC,Hogar,Clásico,UT_DENSIDAD,1,159.63650126336248
122,1129841.9576190475,480000.0,109.85786697569884,12.0,0.0,25.60406,-100.2678,3.0,AB,Base,Hogar Reunión,UT_DENSIDAD,1,235.3837411706349
123,1839316.59,490000.0,126.17,10.0,0.0,25.50882,-100.19437,6.0,BC,Hogar,Hogar Reunión,UT_CARRETERA_GAS,1,375.3707326530612
124,1139527.9661904762,480000.0,122.17,10.0,0.0,25.46137,-100.17089,6.0,BC,Base,Parada Técnica,UT_TRAFICO_VEHICULAR,1,237.40165962301586
125,1474221.5242857141,490000.0,141.9,10.0,6.0,25.69017,-100.25164,1.0,BC,Hogar,Clásico,UT_TRAFICO_VEHICULAR,1,300.8615355685131
126,897943.4614285715,490000.0,127.42,13.0,7.0,25.69107,-100.21261,1.0,BC,Hogar,Hogar Reunión,UT_DENSIDAD,1,183.25376763848396
127,881887.7480952381,490000.0,132.0,12.0,5.0,25.66474,-100.20913,1.0,BC,Hogar,Hogar Reunión,UT_GAS_URBANA,1,179.97709144800777
128,849078.8633333333,480000.0,95.54,10.0,6.0,25.65119,-100.19772,4.0,BC,Base,Hogar Reunión,UT_DENSIDAD,1,176.8914298611111
129,844267.0404761905,480000.0,83.99,13.0,10.0,25.6808,-100.24372,1.0,BC,Base,Hogar Reunión,UT_TRAFICO_VEHICULAR,1,175.88896676587302
131,863832.0780952381,490000.0,99.65,12.0,8.0,25.64911,-100.26649,1.0,BC,Hogar,Clásico,UT_DENSIDAD,1,176.29226083576287
132,1963788.2576190478,490000.0,107.67,11.0,10.0,25.64953,-100.384,3.0,BC,Hogar,Oficinistas,UT_DENSIDAD,1,400.7731137998056
133,1076292.5723809523,516000.0,114.67,12.0,0.0,25.66034,-100.28202,3.0,C,Receso,Clásico,UT_TRAFICO_VEHICULAR,1,208.58383185677368
134,1542578.8338095238,516000.0,115.20000000000002,10.0,0.0,25.66256,-100.36801,3.0,AB,Receso,Oficinistas,UT_TRAFICO_VEHICULAR,1,298.94938639719453
135,1799266.0514285713,490000.0,124.5,12.0,7.0,25.69272,-100.25433,1.0,BC,Hogar,Clásico,UT_DENSIDAD,1,367.1971533527697
136,1858299.3066666666,490000.0,107.9,10.0,13.0,25.77565,-100.26596,5.0,CD,Hogar,Hogar Reunión,UT_DENSIDAD,1,379.24475646258503
137,936609.320952381,490000.0,128.96,12.0,10.0,25.78499,-100.25311,5.0,D,Hogar,Hogar Reunión,UT_GAS_URBANA,1,191.14475937803695
138,783578.701904762,516000.0,114.4,10.0,0.0,25.65744,-100.36574,3.0,AB,Receso,Oficinistas,UT_TRAFICO_VEHICULAR,1,151.85633757844224
139,1140978.47,490000.0,129.6,10.0,0.0,25.63525,-100.37125,3.0,AB,Hogar,Clásico,UT_DENSIDAD,1,232.85274897959184
141,1224569.7785714287,490000.0,98.5,11.0,6.0,25.68098,-100.23912,1.0,BC,Hogar,Hogar Reunión,UT_DENSIDAD,1,249.91219970845484
142,1610527.2495238096,490000.0,131.12,13.0,9.0,25.7783,-100.18404,5.0,BC,Hogar,Parada Técnica,UT_CARRETERA_GAS,1,328.6790305150632
143,939240.9795238095,490000.0,109.85786697569884,9.0,0.0,25.62531,-100.29113,3.0,BC,Hogar,Clásico,UT_DENSIDAD,1,191.68183255587948
144,1660904.7419047619,516000.0,121.21,10.0,0.0,24.88035,-99.58588,6.0,BC,Receso,Parada Técnica,UT_CARRETERA_GAS,1,321.8807639350314
145,1041933.7885714287,490000.0,112.5,13.0,6.0,25.66404,-100.21449,1.0,BC,Hogar,Hogar Reunión,UT_DENSIDAD,1,212.63954868804666
146,1175031.078,480000.0,84.02,12.0,5.0,25.65478,-100.38306,3.0,A,Base,Oficinistas,UT_TRAFICO_VEHICULAR,1,244.79814125
147,1531411.7757142857,480000.0,109.85786697569884,12.0,0.0,25.65384,-100.28962,3.0,BC,Base,Oficinistas,UT_TRAFICO_PEATONAL,1,319.0441199404762
148,1276754.1838095237,480000.0,90.06,12.0,0.0,25.62791,-100.36239,3.0,AB,Base,Clásico,UT_DENSIDAD,1,265.99045496031744
149,1215642.4871428572,480000.0,109.85786697569884,13.0,0.0,25.60031,-100.26577,3.0,AB,Base,Hogar Reunión,UT_DENSIDAD,1,253.25885148809527
151,855269.4690476191,490000.0,109.85786697569884,12.0,0.0,25.62241,-100.28827,3.0,AB,Hogar,Hogar Reunión,UT_DENSIDAD,1,174.54478960155492
152,1057375.7638095238,490000.0,102.1,13.0,8.0,25.66861,-100.24023,1.0,BC,Hogar,Hogar Reunión,UT_DENSIDAD,1,215.79097220602526
153,963523.989047619,516000.0,106.5,8.0,0.0,25.18819,-99.82875,6.0,BC,Receso,Barrio Competido,UT_TRAFICO_PEATONAL,1,186.72945524178664
154,791381.3823809524,480000.0,81.97,11.0,5.0,25.67178,-100.28287,3.0,BC,Base,Oficinistas,UT_DENSIDAD,1,164.87112132936508
155,1357235.7623809525,516000.0,89.0,8.0,0.0,25.59048,-100.00025,6.0,CD,Receso,Parada Técnica,UT_DENSIDAD,1,263.03018650793655
156,1150550.6171428573,490000.0,115.0,11.0,0.0,25.67567,-100.22221,1.0,BC,Hogar,Hogar Reunión,UT_DENSIDAD,1,234.80624839650147
157,2859333.5914285714,480000.0,108.0,14.0,0.0,25.63502,-100.36374,3.0,AB,Base,Parada Técnica,UT_TRAFICO_VEHICULAR,1,595.6944982142857
158,1054007.651904762,490000.0,109.85786697569884,12.0,0.0,25.64524,-100.27484,3.0,AB,Hogar,Clásico,UT_TRAFICO_VEHICULAR,1,215.1036024295433
159,1672926.6228571427,490000.0,109.85786697569884,12.0,0.0,25.66725,-100.27725,3.0,BC,Hogar,Hogar Reunión,UT_DENSIDAD,1,341.41359650145773
161,1178169.1895238096,480000.0,75.6,9.0,0.0,25.66865,-100.40311,3.0,BC,Base,Oficinistas,UT_TRAFICO_VEHICULAR,1,245.451914484127
162,1723653.26,480000.0,126.0,10.0,0.0,25.6743,-100.40425,3.0,CD,Base,Oficinistas,UT_GAS_URBANA,1,359.09442916666666
163,754404.6123809523,480000.0,114.24,12.0,11.0,25.64966,-100.18897,4.0,C,Base,Hogar Reunión,UT_GAS_URBANA,1,157.16762757936507
164,1038173.8404761904,480000.0,18.72,12.0,9.0,25.73369,-100.19908,1.0,CD,Base,Hogar Reunión,UT_GAS_URBANA,1,216.286216765873
165,1288146.087142857,480000.0,109.85786697569884,13.0,0.0,25.65304,-100.28399,3.0,C,Base,Clásico,UT_GAS_URBANA,1,268.3637681547619
166,1111928.1123809523,490000.0,95.54,10.0,7.0,25.79733,-100.24907,5.0,CD,Hogar,Hogar Reunión,UT_DENSIDAD,1,226.9241045675413
167,1520423.204761905,490000.0,109.85786697569884,8.0,0.0,25.64782,-100.27427,3.0,BC,Hogar,Clásico,UT_GAS_URBANA,1,310.29044995140913
168,1145818.8314285714,516000.0,114.1,12.0,6.0,25.85564,-100.23961,5.0,CD,Receso,Parada Técnica,UT_CARRETERA_GAS,1,222.0579130675526
169,1185080.7704761904,480000.0,119.29999999999998,10.0,0.0,25.65122,-100.33959,3.0,AB,Base,Oficinistas,UT_DENSIDAD,1,246.89182718253969
171,1050190.6985,490000.0,110.1,10.0,0.0,25.66523,-100.34199,3.0,AB,Hogar,Clásico,UT_TRAFICO_PEATONAL,1,214.32463234693876
172,1174118.0960000001,516000.0,122.7,8.0,0.0,25.19135,-99.81539,6.0,CD,Receso,Parada Técnica,UT_CARRETERA_GAS,1,227.5422666666667
173,1153864.0123809522,490000.0,99.0,8.0,0.0,25.6217,-100.29776,3.0,AB,Hogar,Hogar Reunión,UT_DENSIDAD,1,235.4824515063168
174,1895043.3395238097,490000.0,109.85786697569884,12.0,0.0,25.62244,-100.28191,3.0,AB,Hogar,Hogar Reunión,UT_DENSIDAD,1,386.74353867832855
175,2724054.2928571426,480000.0,136.0,12.0,0.0,25.64811,-100.32974,3.0,BC,Base,Parada Técnica,UT_GAS_URBANA,1,567.5113110119047
176,1350463.4238095237,490000.0,109.85786697569884,10.0,0.0,25.63944,-100.27006,3.0,AB,Hogar,Clásico,UT_TRAFICO_PEATONAL,1,275.60478036929055
177,699465.2828571429,480000.0,109.85786697569884,12.0,0.0,25.64667,-100.29488,3.0,BC,Base,Clásico,UT_DENSIDAD,1,145.72193392857142
178,1008310.087142857,480000.0,103.6,11.0,0.0,25.66035,-100.38279,3.0,AB,Base,Oficinistas,UT_TRAFICO_VEHICULAR,1,210.06460148809524
179,1565351.891904762,490000.0,109.85786697569884,11.0,0.0,25.60124,-100.26406,3.0,AB,Hogar,Clásico,UT_DENSIDAD,1,319.459569776482
181,1902876.4819047619,490000.0,105.65,12.0,10.0,25.6296,-100.27825,3.0,AB,Hogar,Clásico,UT_TRAFICO_VEHICULAR,1,388.3421391642371
182,1535507.800952381,490000.0,111.9,13.0,5.0,25.68312,-100.2139,1.0,BC,Hogar,Hogar Reunión,UT_DENSIDAD,1,313.3689389698737
183,1186698.0228571428,516000.0,164.0,10.0,0.0,25.18675,-99.83461,6.0,CD,Receso,Parada Técnica,UT_TRAFICO_VEHICULAR,1,229.9802369878184
