TIENDA_ID,MES_ID,VENTA_TOTAL
358,202406,771842.67
858,202406,390639.48
295,202407,1881753.97
910,202407,1225677.39
148,202402,1197076.09
834,202402,526633.29
206,202407,1767156.52
56,202402,408910.39
967,202402,1028837.65
479,202402,914739.73
944,202402,1115667.50
1053,202402,795703.85
760,202403,1107291.40
224,202403,1759466.17
191,202407,557001.54
704,202402,935329.12
605,202402,747749.87
745,202404,704980.41
156,202404,1184957.76
398,202404,1384480.17
179,202404,1607018.53
185,202404,1226435.65
299,202404,835812.28
768,202404,702430.02
710,202405,973969.62
1031,202405,956817.95
1006,202405,1676049.32
669,202405,1709994.84
1,202405,919614.50
717,202405,1001190.72
886,202405,1171782.32
58,202405,748289.91
949,202412,332152.55
407,202412,469208.98
246,202412,379054.35
311,202412,562840.32
341,202412,687089.84
364,202412,807740.36
319,202412,876694.57
388,202412,413037.64
418,202412,542426.03
429,202412,799213.94
521,202412,669044.33
1046,202412,520278.13
706,202412,307225.88
778,202412,523170.85
773,202412,555282.39
768,202412,301857.77
169,202412,662023.71
799,202412,700241.38
198,202412,343525.89
705,202412,298935.88
630,202412,348280.55
672,202411,1212541.26
686,202411,1105665.28
711,202411,622977.32
793,202411,692305.29
416,202411,1386759.65
997,202411,1501082.26
166,202411,1016929.81
818,202411,247937.87
286,202411,1095563.28
321,202411,835057.29
440,202411,907993.35
199,202411,797265.56
989,202411,1121547.70
174,202411,1871960.70
165,202411,1451181.09
940,202411,1221494.21
561,202411,674395.03
114,202411,1244572.39
1037,202411,622263.12
222,202411,725782.97
357,202411,759680.22
680,202411,680952.50
171,202405,1182425.78
319,202405,2228626.71
399,202405,911874.28
399,202412,216216.75
162,202412,793367.73
721,202412,578814.85
233,202412,233535.67
880,202412,352264.07
818,202412,113237.47
456,202412,460987.02
184,202411,1319733.33
548,202411,914718.53
625,202411,760128.72
785,202411,1035871.22
960,202411,1382887.74
862,202411,643454.02
884,202411,957602.27
419,202411,1185606.86
773,202411,1115244.38
915,202411,1235670.85
815,202411,567244.11
163,202412,311200.56
772,202411,1053685.29
981,202411,1555754.68
483,202411,1113930.70
599,202411,1036641.68
142,202411,1608002.87
358,202411,637255.07
32,202411,575463.33
37,202411,568730.13
172,202411,1200987.27
531,202411,820380.11
195,202411,675409.72
642,202411,706155.44
493,202406,1617331.52
1034,202406,1684445.14
351,202406,995449.96
390,202406,1278752.33
509,202406,560351.72
756,202406,890847.96
485,202406,1033341.40
555,202406,1237297.38
1001,202406,1125770.61
373,202406,1101949.68
213,202406,1221514.29
403,202406,1579791.80
256,202406,804224.72
729,202406,770613.44
501,202406,1173043.34
479,202406,972810.70
268,202406,1577476.68
647,202406,1273916.56
783,202406,1074868.08
446,202406,1406468.84
1052,202406,1302213.73
553,202406,1128570.57
661,202406,859288.96
879,202406,672722.57
306,202406,812761.54
466,202406,463358.14
56,202406,630626.02
40,202406,2094786.58
99,202406,1264770.49
583,202406,1090577.14
454,202406,808889.06
932,202406,1115503.50
464,202406,513140.62
40,202407,2193516.37
799,202407,1508704.33
610,202407,976791.92
460,202407,1635951.92
736,202407,1550843.20
1017,202407,1286289.47
238,202407,1193393.52
402,202407,304190.93
791,202407,832939.41
173,202407,1183943.80
696,202407,1543341.70
432,202407,1405359.06
526,202407,919401.29
574,202407,781814.48
436,202407,2530758.40
552,202407,854238.02
981,202407,1817338.00
995,202407,851237.90
765,202407,1857523.29
132,202407,2057491.07
519,202402,837130.62
290,202402,1320096.90
120,202402,1752553.97
200,202402,1388108.42
273,202402,1061518.35
47,202402,784600.57
412,202402,1267398.93
24,202402,734038.98
1014,202402,1341247.55
58,202407,665426.04
448,202407,1197868.47
120,202407,2123314.55
312,202407,1775376.90
651,202407,1153740.54
596,202407,839582.94
813,202407,1143262.82
358,202407,803090.94
197,202407,1021640.35
985,202402,785696.57
133,202402,1072203.00
838,202402,626541.02
582,202402,766566.30
606,202402,640327.38
934,202402,1042324.04
62,202402,818507.01
142,202402,1522934.76
182,202402,1416125.20
254,202402,838723.96
765,202402,1596240.13
241,202402,883124.90
468,202402,865304.20
498,202402,676132.99
621,202403,782952.90
660,202403,550085.83
446,202403,1372435.89
587,202403,963074.07
971,202403,929281.45
1012,202403,1048721.08
239,202403,1311665.45
559,202403,1313579.33
452,202403,830687.57
473,202403,1322067.96
753,202403,802170.03
591,202403,1552471.01
723,202403,952392.93
799,202403,1419308.54
148,202403,1344185.77
885,202403,1128592.72
764,202406,1399117.10
273,202406,1383106.70
888,202406,1666935.52
941,202406,1064659.25
840,202406,686688.94
1054,202406,1528794.40
430,202406,2442800.45
370,202407,1168152.46
712,202402,570861.44
164,202402,1027434.99
344,202402,815743.43
913,202402,1506448.83
622,202407,754799.60
16,202402,877902.73
351,202402,836545.80
709,202402,411100.98
829,202402,427483.07
139,202402,1073753.41
648,202402,524359.62
385,202402,34036.26
409,202403,794205.31
699,202403,701833.47
742,202403,547751.58
463,202403,708096.74
590,202403,897983.93
637,202403,617053.57
768,202403,811081.53
756,202403,706638.34
178,202403,960523.36
425,202402,1584011.75
552,202402,545543.20
309,202412,783826.76
510,202412,352465.21
597,202411,1013111.94
94,202412,586674.86
448,202412,459961.49
185,202412,555053.53
803,202412,338656.79
295,202411,1713472.66
540,202411,1168372.58
1055,202406,1163870.56
676,202406,1538712.33
851,202406,601552.91
1032,202406,1243636.23
179,202406,1782400.24
628,202406,875929.48
450,202406,1407379.56
50,202406,1621571.43
186,202406,2222783.16
407,202406,1071996.27
513,202406,1463754.63
692,202406,1230039.84
587,202406,974421.23
207,202406,2060867.56
827,202406,1864599.27
112,202406,1258533.73
17,202406,765602.61
5,202406,1864158.91
985,202407,1038614.64
293,202407,1233095.32
148,202407,1392388.54
329,202407,947612.03
578,202407,858633.27
462,202407,988702.28
724,202402,615688.97
180,202402,913321.82
729,202402,609037.74
26,202402,740907.48
421,202402,1437214.60
207,202402,1641692.79
400,202402,638914.54
227,202402,1193279.85
955,202402,1187979.65
156,202402,1001512.70
1037,202407,722514.65
734,202407,1584697.12
202,202407,1153202.91
346,202407,1820016.07
140,202402,1642263.45
451,202402,682324.58
323,202402,1406341.40
513,202403,1292944.24
568,202403,988030.85
627,202403,744572.42
688,202403,530207.71
901,202403,1442531.14
291,202403,1324071.90
572,202403,774916.92
529,202403,564097.09
600,202403,1462209.42
713,202403,1539953.37
163,202403,739902.64
347,202406,1016291.48
67,202407,826794.87
326,202402,980369.13
165,202402,1344173.39
51,202407,1775387.75
283,202407,1025679.57
55,202402,1297404.95
986,202402,864125.51
191,202402,389231.85
244,202402,835092.52
725,202403,960282.77
677,202403,559223.24
77,202402,1070140.10
734,202406,1393321.49
55,202407,1892206.26
169,202402,1126028.25
527,202403,993774.86
651,202403,1145555.51
892,202403,1317237.55
361,202403,1030546.16
175,202403,2778415.61
383,202403,1153196.10
919,202403,1829001.16
960,202403,1503176.96
636,202403,715712.45
28,202403,962339.49
187,202403,1178225.04
9,202403,1359957.13
444,202403,1395408.86
279,202403,1201547.28
1047,202403,1474345.43
45,202403,812413.81
215,202403,1434509.77
550,202403,1483272.27
22,202403,1017865.91
315,202403,1152737.16
848,202403,224785.38
60,202403,926497.16
16,202403,1030912.24
601,202403,793765.32
33,202403,1578302.96
128,202403,844964.91
437,202403,1691280.73
27,202403,871643.46
105,202403,1468586.44
265,202403,637929.19
448,202301,897401.35
255,202301,1539378.63
600,202301,897009.98
220,202301,1168315.46
47,202301,777991.09
339,202301,1175560.31
335,202301,1099008.33
456,202301,819870.93
446,202301,965910.04
185,202301,890683.01
632,202301,687444.94
805,202301,679689.84
528,202301,612865.96
484,202301,1314523.89
214,202301,1060996.42
76,202301,775145.42
568,202301,774865.93
638,202301,840270.22
1015,202301,752238.03
421,202301,1363315.23
263,202301,906402.57
633,202301,946178.87
177,202301,519243.19
352,202301,1117270.77
128,202301,831662.92
191,202301,431926.66
266,202301,608159.85
38,202301,615101.81
708,202301,1142479.14
763,202301,293756.22
664,202301,641694.06
178,202301,843783.41
318,202301,731434.05
733,202301,705903.15
288,202301,674467.47
393,202301,790828.79
514,202301,629572.26
716,202301,904818.85
322,202301,720844.12
112,202301,935121.79
1036,202301,1359982.35
951,202301,933385.16
964,202301,1065048.02
386,202301,704339.66
8,202301,713967.39
96,202301,1189716.62
614,202301,566057.02
31,202301,1377816.70
586,202301,499746.67
154,202301,670617.83
171,202301,1020879.08
523,202301,922420.52
439,202301,1061799.59
33,202301,1429517.10
497,202301,964566.12
353,202301,1165848.80
395,202301,1072567.62
287,202302,1915092.73
943,202302,1302965.83
903,202302,540399.81
662,202302,1148480.82
1006,202302,1056656.63
101,202302,1079816.96
632,202302,635969.68
313,202302,737569.55
216,202302,846516.20
760,202302,730110.79
102,202302,1094994.80
721,202302,1099387.79
974,202302,736977.37
60,202302,817482.46
150,202302,730169.68
992,202302,554588.89
707,202302,432059.49
581,202302,404373.27
562,202302,588062.28
575,202302,915303.92
64,202302,501065.66
631,202302,747096.37
922,202302,995420.18
312,202302,1305977.74
537,202302,642950.31
597,202302,967789.40
28,202302,735928.77
278,202302,892014.98
325,202302,1412558.24
520,202302,941119.64
1007,202302,1247048.54
251,202302,1168372.17
421,202302,1292150.34
81,202302,800357.38
734,202302,1013434.63
47,202302,726705.23
459,202302,1074194.24
601,202302,619987.56
915,202302,929291.01
1017,202302,1205843.33
434,202302,493487.39
991,202302,664799.63
1011,202302,876417.09
495,202302,605736.72
703,202302,861005.43
320,202302,896775.43
442,202302,796458.99
754,202302,551080.70
700,202302,623638.90
151,202302,696372.63
637,202303,625934.13
695,202303,588317.82
403,202303,1129439.00
318,202303,625242.19
111,202303,647730.59
315,202303,1099021.82
115,202303,859967.14
1005,202303,1197017.02
311,202303,1215470.03
921,202303,974282.49
899,202303,1092081.33
228,202303,1346896.50
25,202303,1168729.22
777,202303,951802.27
121,202303,795314.16
364,202303,1564838.76
93,202303,635781.45
764,202303,1011494.86
345,202303,1855654.16
314,202303,1240242.35
1001,202303,939423.57
799,202303,733650.20
157,202303,2853583.50
339,202303,1423388.62
1007,202303,1353322.40
783,202303,516107.96
233,202303,503472.35
368,202303,910728.90
354,202303,1100991.92
501,202303,997112.08
307,202303,1147703.66
207,202303,1697354.61
425,202303,1393372.84
635,202303,1053433.40
215,202303,1281448.23
896,202303,878991.52
946,202303,1033629.06
279,202303,983962.38
164,202303,877180.76
647,202303,1119848.07
262,202303,1529383.64
343,202303,1152738.05
356,202303,1218664.20
691,202303,846574.15
598,202303,1334860.76
53,202303,1336455.60
348,202303,1513660.88
636,202303,853831.17
458,202303,829891.14
746,202303,679961.75
88,202303,1484829.06
552,202304,728469.48
37,202304,598101.76
374,202304,1806789.78
39,202304,861915.31
457,202304,748568.98
984,202304,1256635.54
170,202304,649650.27
736,202304,1142506.60
771,202304,886674.87
671,202304,1021910.22
157,202304,2558999.61
987,202304,732652.55
150,202304,761175.25
245,202304,904619.78
1052,202304,954469.91
408,202304,1503316.70
97,202304,849924.83
238,202304,750967.01
747,202304,713301.35
100,202304,1513569.20
638,202304,856199.98
259,202304,575582.17
252,202304,817450.38
580,202304,1108540.40
654,202304,1343732.03
290,202304,1335132.76
179,202304,1496422.11
305,202304,939891.36
625,202304,1087813.70
424,202304,820965.88
549,202304,1033014.15
430,202304,2056906.79
527,202304,780992.25
47,202304,853840.39
314,202304,1242027.23
1051,202301,980061.89
494,202301,1187448.86
813,202301,711409.79
345,202301,1603635.73
763,202302,296280.70
515,202302,857628.48
335,202302,1028103.50
709,202302,447524.92
491,202303,1067392.21
278,202303,990714.01
782,202303,641766.78
190,202303,1230271.76
732,202303,564134.65
213,202303,1140397.01
492,202303,753566.96
154,202303,772828.48
692,202303,897283.59
85,202303,718154.35
166,202303,1102126.83
666,202303,965124.42
988,202303,1215050.32
259,202303,730502.61
633,202304,1160460.11
900,202304,820596.04
1042,202304,1107632.03
634,202304,1138339.02
729,202304,687216.36
578,202304,918496.62
371,202304,1146091.28
86,202304,1459339.35
586,202304,521287.68
43,202304,832129.17
904,202304,1169169.68
233,202304,506037.03
230,202304,919811.48
482,202304,1021022.98
993,202304,1155563.39
642,202304,508544.59
182,202304,1520320.03
112,202304,1103159.10
602,202304,1255130.73
380,202304,790050.29
969,202304,704872.00
1036,202304,1645686.23
740,202304,609170.65
269,202304,567547.53
411,202304,682193.53
465,202304,822641.19
329,202304,863488.52
284,202305,2551716.55
27,202305,738667.82
329,202305,965561.08
45,202305,739930.80
814,202305,592765.01
696,202305,1330663.77
240,202305,1443658.81
667,202305,937357.26
461,202305,1746115.91
120,202305,2001741.99
24,202305,614193.31
727,202305,939088.52
170,202305,880659.54
949,202305,682584.16
679,202305,657262.76
258,202305,1932131.39
423,202305,1164336.30
541,202305,1387216.86
180,202305,990620.92
323,202305,1532558.48
791,202305,686745.27
971,202305,932824.02
191,202305,516386.45
153,202305,974240.81
1018,202305,1632368.41
1001,202305,1050559.73
954,202305,1225183.43
199,202305,800524.59
403,202305,1260435.62
435,202305,1668786.49
760,202305,1082606.10
312,202305,1592197.18
419,202305,1187923.83
994,202305,1216689.19
545,202305,854016.57
374,202305,1896743.87
242,202305,797418.73
424,202305,894848.63
1033,202305,1106331.47
969,202305,832275.57
456,202305,1079079.74
357,202305,1203992.34
963,202306,1039394.68
204,202306,2716080.32
539,202306,1605245.71
790,202306,673093.00
140,202306,1879855.23
35,202306,1015907.75
429,202306,1514386.80
901,202306,1558585.02
518,202306,1518886.23
351,202306,987748.59
128,202306,922519.13
255,202306,1833010.85
722,202306,1276323.36
145,202306,1296626.60
573,202306,577350.81
102,202306,1373494.23
18,202306,1188699.93
579,202306,643219.72
762,202306,950656.09
746,202306,728473.95
764,202306,1395314.05
266,202306,645686.76
994,202306,1262726.12
803,202306,581880.21
892,202306,1304901.29
807,202306,1161230.01
886,202306,1146190.90
641,202306,882285.61
677,202306,514559.45
23,202306,964103.27
311,202306,1603193.11
748,202306,1027079.02
1039,202306,1341647.71
234,202306,1841604.04
756,202306,891750.91
359,202306,990598.90
73,202306,965335.26
127,202306,909864.17
1056,202306,1455279.21
26,202306,935705.88
209,202306,2921081.73
532,202306,745347.60
521,202306,1518882.76
992,202306,820826.20
130,202306,2336587.48
456,202306,1141493.98
993,202306,1320259.11
952,202306,233756.60
809,202306,13839.14
171,202307,1067190.74
496,202307,1400410.62
227,202307,1275050.60
773,202307,1479479.36
10,202307,580267.92
64,202307,720322.77
733,202307,961758.97
1000,202307,1073333.40
632,202307,889758.92
1020,202307,1628569.55
675,202307,887777.50
598,202307,130814.29
102,202307,1380853.31
226,202307,1406960.38
974,202307,1253663.02
610,202307,942813.87
671,202307,1184607.99
322,202307,865038.69
235,202307,1196060.62
187,202307,1381686.33
679,202307,998956.30
105,202307,1499627.55
556,202307,1267186.67
954,202307,1336693.75
36,202307,1411704.46
259,202307,779914.75
1002,202307,2079095.61
1054,202307,1780820.27
907,202307,1886687.75
1017,202307,1609661.15
219,202307,3279066.01
130,202307,2447856.71
935,202307,944280.46
963,202307,1093354.82
996,202307,1287749.70
994,202307,1305489.12
214,202307,1393220.64
274,202307,1078346.72
801,202307,500873.65
172,202307,1183054.41
797,202307,669739.47
534,202307,1350513.14
269,202307,676685.48
94,202307,1702959.63
1052,202307,1259744.95
25,202307,1784095.73
195,202307,760442.30
397,202307,73502.61
1028,202308,1477028.41
709,202308,198479.55
337,202308,1454736.88
823,202308,684012.15
109,202308,691688.20
555,202308,1157077.01
461,202308,1857684.23
793,202308,902954.05
224,202308,588621.38
484,202308,1689300.83
657,202308,1388569.83
878,202308,904163.59
548,202308,1175817.22
302,202308,1313139.80
953,202308,1444109.90
44,202308,836983.88
596,202308,644267.99
195,202308,778178.26
980,202308,878875.43
304,202308,717604.96
436,202308,2520465.30
653,202308,311425.05
1025,202308,1095817.37
797,202308,425281.26
612,202308,1517345.91
776,202308,1111892.75
113,202308,1370739.26
228,202308,1633513.73
36,202308,1296510.11
672,202308,1413431.30
1052,202305,1093866.97
390,202305,1278094.47
773,202306,1268751.35
356,202306,1382602.28
1032,202306,1231106.87
340,202307,916697.45
224,202307,208098.47
928,202307,948762.46
753,202307,813419.42
398,202301,1348424.78
445,202302,1211319.79
209,202303,2050225.91
134,202303,1534521.69
3,202303,755300.68
1010,202303,1818563.24
268,202303,1225733.05
51,202303,1340662.23
361,202303,868019.92
757,202304,869712.02
298,202304,983298.09
595,202304,1222794.16
619,202301,641906.17
21,202303,1090815.85
337,202304,1322569.52
165,202304,1265470.82
670,202302,616987.11
232,202304,1962330.75
381,202305,886787.48
925,202305,1095901.25
30,202305,1011105.26
188,202305,761501.81
505,202305,852260.04
680,202305,368427.77
737,202305,494985.99
316,202305,1828940.58
496,202306,1304961.24
213,202306,1231795.64
394,202306,1179530.95
400,202306,628941.27
40,202306,1911896.24
143,202307,1095942.00
748,202307,1143074.26
34,202307,1207725.30
379,202307,1098154.10
300,202307,1582118.63
626,202307,931291.04
1037,202307,726408.69
62,202307,907140.99
24,202308,727998.34
615,202308,796776.39
303,202308,1247421.55
941,202308,1030495.56
115,202308,1368858.29
822,202308,620261.20
620,202308,996853.10
246,202306,790818.84
945,202306,1284550.99
743,202308,1680551.00
141,202307,1570672.25
991,202308,938608.99
876,202308,728324.32
416,202308,1555525.22
130,202308,2237349.26
1036,202308,1827358.13
623,202308,656302.18
552,202308,544554.70
519,202308,1138468.22
601,202308,861586.14
581,202308,737039.43
391,202308,1244559.35
465,202307,1129973.03
47,202307,1047615.82
578,202307,1173486.58
717,202308,687804.50
87,202308,2593132.38
537,202307,847107.27
757,202308,1189568.24
265,202308,659074.81
425,202308,1642456.61
229,202306,1016959.12
305,202308,1174685.78
715,202308,994547.13
551,202308,1373345.01
983,202308,1603835.05
444,202308,1411633.34
719,202309,1415173.40
1046,202309,1305020.40
947,202309,784890.71
364,202309,2055080.11
518,202309,1406647.38
193,202309,1030174.58
162,202309,1969295.59
714,202309,1052287.97
250,202309,2126772.43
285,202309,2269733.06
1006,202309,1562031.23
678,202309,1086957.96
503,202309,1040234.79
754,202309,957366.90
899,202309,1308980.79
772,202309,1094483.09
171,202309,1262804.98
683,202309,455866.56
990,202309,1185201.48
771,202309,580988.69
444,202309,1448670.17
92,202309,1886487.27
935,202309,1351717.08
778,202309,1257737.27
701,202309,898365.05
688,202309,670989.93
890,202309,1015215.03
390,202309,1420696.17
975,202309,1313156.61
299,202309,1105959.95
25,202309,1438155.67
123,202309,2154323.81
727,202309,1213839.40
939,202309,1018381.27
725,202309,1012595.53
1000,202309,1153024.20
153,202309,1115089.43
58,202309,730544.27
198,202309,1001834.44
588,202309,1428467.56
657,202309,1394115.89
592,202309,479559.26
815,202309,558982.12
971,202309,1132888.64
98,202309,1414927.50
205,202309,1202983.69
1053,202309,896450.48
112,202309,1305964.16
1034,202309,1485428.52
493,202309,1850526.18
937,202309,1157964.79
547,202310,313276.89
972,202310,1592087.00
304,202310,697574.44
531,202310,773120.60
118,202310,913103.38
28,202310,911115.30
714,202310,817046.79
329,202310,907187.55
134,202310,1537172.28
45,202310,713783.41
270,202310,1972153.53
172,202310,693616.44
657,202310,1081348.09
263,202310,874711.22
12,202310,972879.52
255,202310,1804672.60
244,202310,994502.05
85,202310,609567.82
397,202310,125139.50
107,202310,1336096.47
582,202310,988375.97
772,202310,1180841.69
235,202310,832674.16
312,202310,1655793.05
779,202310,911700.74
960,202310,1322724.51
301,202310,1293057.27
448,202310,962559.44
42,202310,838637.04
382,202310,551870.89
36,202310,1134595.47
365,202310,1212463.80
25,202310,1214836.11
73,202310,649318.43
209,202310,1496528.14
655,202310,828067.47
116,202310,1260181.81
444,202310,1284161.83
910,202310,1187125.12
914,202310,1083690.97
347,202310,683528.67
981,202310,1818355.02
552,202310,408931.75
138,202310,789798.83
109,202310,611511.30
945,202310,1195338.75
419,202310,1205758.84
311,202310,1149352.50
940,202310,1228288.97
761,202310,744073.26
370,202310,892683.18
175,202310,2802569.26
300,202310,1464259.33
1021,202310,993691.57
10,202310,488600.02
881,202310,785044.85
192,202310,1114503.40
491,202310,1143477.54
465,202310,939067.19
659,202310,682018.64
468,202310,1120761.65
514,202310,803186.43
984,202310,1292436.65
962,202310,770922.16
765,202310,1728708.36
899,202310,1177682.19
19,202310,437235.09
912,202310,1190378.38
743,202311,1483376.32
554,202311,1689127.25
972,202311,1521463.42
442,202311,1020624.67
745,202311,671837.55
235,202311,872051.96
760,202311,1030632.13
673,202311,610471.70
580,202311,998554.65
902,202311,801551.39
246,202311,816806.04
34,202311,915615.74
106,202311,1798565.83
702,202311,849436.90
692,202311,681737.94
17,202311,779440.32
359,202311,877544.68
76,202311,752672.14
136,202311,1687193.88
91,202311,1012189.45
925,202311,1106704.89
530,202311,1073093.85
689,202311,951888.00
599,202311,827988.92
460,202311,1237089.21
84,202311,1225578.03
701,202311,579220.56
309,202311,1502477.84
641,202311,574940.07
368,202311,899426.34
1047,202311,1204206.01
475,202311,875576.43
188,202311,743345.70
148,202311,1160591.51
488,202311,564581.48
40,202311,1679358.57
474,202311,702599.06
432,202311,961127.47
266,202311,509413.69
693,202311,379983.22
422,202311,1135754.99
508,202311,1436036.76
288,202311,814676.79
633,202311,997287.95
9,202311,1353619.75
287,202312,2229200.51
291,202312,1447772.99
377,202312,880229.11
421,202312,1658258.74
428,202312,1377545.65
73,202312,633137.23
89,202312,790143.73
199,202312,730392.76
5,202312,1727566.05
390,202312,1169132.68
430,202312,2077733.99
950,202312,1385348.89
1054,202312,1693933.66
284,202312,2351104.76
330,202312,1484945.51
79,202312,1471949.34
198,202312,779078.49
122,202312,1165430.90
134,202312,1514580.10
171,202312,1105349.92
220,202312,1360628.41
631,202312,903374.27
909,202312,724594.11
448,202312,960059.65
469,202312,919879.36
480,202312,653544.42
503,202312,826731.25
540,202312,1348931.74
586,202312,682634.87
595,202312,1367266.31
938,202312,1131623.01
462,202312,677729.42
522,202312,1586327.15
927,202310,2834626.65
403,202310,1270940.58
345,202310,2009525.01
778,202311,842862.55
999,202311,742106.70
620,202311,693246.21
301,202312,1439064.13
255,202312,1993661.53
652,202312,766904.37
651,202312,1287211.12
730,202312,1373582.68
733,202312,913012.05
552,202312,629604.91
637,202312,477679.21
697,202312,881420.15
757,202312,903495.10
779,202312,1065732.92
706,202312,792091.37
745,202312,845088.66
750,202312,929286.16
759,202312,875241.71
824,202312,501621.99
836,202312,748580.13
607,202312,410382.96
622,202312,820663.94
106,202312,2011563.21
794,202312,596419.13
804,202312,667933.29
105,202312,1325375.06
704,202312,1124746.11
977,202312,1593585.84
979,202312,1125121.51
15,202312,502259.98
17,202312,787111.43
917,202312,1059739.86
134,202401,1569610.36
184,202401,1349792.72
354,202401,1207344.54
363,202401,912087.07
396,202401,1450901.18
443,202401,1310301.93
462,202401,712508.52
647,202401,1157662.20
72,202401,1377666.50
25,202401,910772.26
166,202401,1023178.10
191,202401,311954.49
212,202401,1528312.85
222,202401,639897.16
374,202401,1591369.55
568,202401,839988.98
926,202401,1048659.30
44,202401,886403.13
70,202401,940431.87
109,202401,721515.63
183,202401,1019453.84
925,202401,1125989.46
962,202401,839344.77
263,202401,1028900.02
353,202401,1553323.37
357,202401,984127.64
132,202401,1915943.41
953,202401,1377837.15
994,202401,1404833.05
273,202401,1210330.67
448,202401,1119451.34
812,202401,685980.04
849,202401,565739.69
965,202401,1562640.82
277,202401,766396.28
497,202401,1061475.62
594,202401,907530.34
915,202401,1234658.11
269,202401,462574.07
969,202401,829817.64
682,202401,856786.03
654,202401,1515560.79
700,202401,817036.38
1049,202401,1132489.93
1053,202401,867600.45
189,202401,788648.78
90,202401,1214650.30
718,202401,916221.66
806,202401,1001619.19
961,202401,1186585.94
1011,202401,1394240.80
737,202401,532169.33
601,202309,955724.43
14,202310,943382.89
62,202310,714244.41
1012,202310,863594.57
375,202311,973960.13
923,202311,1482667.11
948,202311,1308370.44
313,202311,597995.59
1,202311,598655.41
812,202311,493810.58
121,202312,725495.43
129,202312,744020.54
224,202312,1426324.14
603,202312,838092.83
36,202312,1279046.81
1006,202312,1350268.28
929,202312,1180166.93
11,202401,815225.02
575,202401,1118663.77
283,202401,950000.59
635,202401,986738.31
770,202401,379614.09
